Label,Text
__label__2,"going deeper : read book coming blind foundation books - read asimov novel . noted asimov , writing books , time . character smoke , character trait point smokes course . , sexism taken granted , female character assumes treated equal rights place comment . hoped found better ways high allowed equality far future , suppose smoke 'em got ' em.anyways , like book better previous characters root unexpected jerks plot - line linear narrative based fact lot exposition way book . wait finale original series debate weather read ancillary books asimov wrote later ."
__label__1,"piece crap ! : noisy , crude point vibration pad.not ! massager , vibration pad!we purchased sent these!worthless , , worse worthless !"
__label__2,"delicious cookie mix : thought funny bought product knowing mix . read header quickly thought packaged cookies . , cookie mix guess noticed right title.this time tried baking cookie mix . convenience cookie dough buy wrapped plastic logs bit surprise . mixing dough messy ( extremely sticky ) . , cookie mix like lot flexibility ratio ingredients ( like add extra butter baked cookies chewy ) . , mix large chocolate chips -- love that.i removed star addition ' natural flavors ' mix ."
__label__1,"wow ... : worst books . tries capitalize chicken soup soul - type , void substance stories . written author takes advantage people publishing stories . new insight , samira , strictly amateur writer , contribute . fortunately , vanity publisher people buy friends ( posted "" grand blanc "" "" michigan "" samira asked ) people found online . people , avoid book , buy worth time money ."
__label__1,"going bring hawthorne grave hit : aghhhhhhhhhhhhhhhhhhh , worst book read , consider open fine lterature absolutely hate book . writing superb !"
__label__2,"beautiful ! : ai yazawa . gorgeous art makes book great- paradise kiss fans happens open . yazawa creative genious fashion designs beautiful , gothic lolita style increasingly popular . suggest read book ... awesome story , awesome art ."
__label__1,"disappointed : maybe time figure plate , suction work directions apart , use suction , clean . simple , harried mother needs details ! disappointed utterly useless , far stay - dish , purchased ."
__label__2,"kiss guide photography : old print , book good way learn basics photography . ignore references digital cameras technology changed lot ."
__label__2,"good synopsis mainstream buddhism : contrived question answer format bother , actually covered lot ground engaging way . liked book ."
__label__1,"unidentified reading object : approached book fairly open mind , expecting read interesting story strange events 1967 . unfortunately , mr . keel tendency ramble strange , albeit somewhat fascinating , mixture conspiracy theories , "" ufo "" sightings men black stories book incoherent mess . book begins ends events point pleasant , spends middle attempting connect events literally hundreds experiences world history . ..."
__label__2,"ride ? ! : time watched movie , loved . mel gibson greatest actors come big screen . vhs version "" mad max "" , pales badly new special edition dvd . looked buying australian version , glad waited . best dvd ability watch american dubbed version(ick ) aussie version . american dubbing knocked lot background noise dvd brings ... sirens , horns , lot little sounds heard tape ... believe , watched tape , times ... think recite sleep ... thumbs dvd version ! ! ! ! ! !"
__label__2,"fantastic photo printer : great printer . regularly print 4x6 letter size photos . quality outstanding , automatic paper sensor good feature . absolutely problems set . improvement print borderless ."
__label__1,bad band : band far thin roll leg continuously . returned pairs bought refund . disappointing jobst product .
__label__1,"waste money . : new economics , book skip . useful "" mandatory reading "" looking understand subject better . chart graph included book ! ! ! stick naked economics : undressing dismal science economics dummies titles serve better ."
__label__1,"children play ! : item meant children play ! strange , action figures super heroes ! honestly , child set shelf , soon hearing screams frustration . elevator wo work ! ( completely stopped working 2 days ) ; guns falling ! ; thing falls apart . , item collector think mattel knew . figured opened work offset ones remain mib nrfb collectors.this item like mattel hot wheels junkie sets . sore point parents . hot wheels cars fine , sets mattel makes work promised . instructions little writing ? ? ! drawings impossible figure . mattel case , word worth thousand illustrations !"
__label__2,dark moon : love movie ! special effects crazy storyline interesting . highly recommend movie .
__label__2,works : like lot - bend junction way mac mac encourages break way cord wraps . super long cord ( partially coiled ) . drawback green / red charge clue plug look screen % charged .
__label__2,"delicious reading : found book light - hearted , fun relatively fast - moving . true , predictable , detract capella triad bruno , laura tomasso . fact , nice cappella spin cyrano story . descriptions food locale enhanced story added atmosphere , times "" trifle overdone "" ( pun intended ) . thing kept giving 5 author descriptions sex scenes times graphic -- male , , like reading playboy / penthouse letters -- taste . , , book entertaining fun way occupy summer afternoons ."
__label__1,skip - buy sized version : makes small fine grind pepper useful cooking . cranking away thing minutes crushed pepper flavor .
__label__1,horrible ! : recently purchased near worthless software found quickly wasted [ money ] ! music timing you!(so buy program ? ) chart arrange number pictures fit music slides end awkward manner music overrun . yes adjust time slides 1 second intervals 50 picture 50 secondsa adjust frame . ...
__label__2,"devin dude biggest fan ! ! ! ! ! ! ! ! ! : devin great rapper underrated . c.d . dosent allot play jacksonville fla . waitin exhale great funny c.d . recommened loves devin looking new wants know dude . magazines says devins best cd think 3 better . xtremm , tryin liv dude chain . recommened everybody devin dude c.d . makes u laugh , great music smoke !"
__label__2,"st . rose lima : great book children research saints , especially particular saints female saint americas . little pricey book , 6.00 incld . ship better purchase ."
__label__1,"advertized "" new "" arrives worn : note ordered items gifts surprised arrived original packaging ( plastic cover signs worn ) . plastic cover obvious streaks material . advertized "" new "" amazon site . decide buy new item , beware receiving item returned inspect signs item worn ( fabric stretched original plastic cover ) . items advertized correctly sold "" new """
__label__1,"better chavela vargas certainly prettier : reviews , difficult feel like injustice ... , think claim like lhasa prefer originality talent chavela vargas . , lhasa raspy voice deeply influenced cigarrette - smoking vargas . called haunting voice , passion , reviewers , mode interpretation lhasa administers indiscriminately song repertoire , especially cd includes merry chrismas songs ."
__label__2,"dead horse "" old school "" education : seeking outline education needs practice "" child left "" book starting point people learn . flow book easy follow considers research findings brain learns stages life . unlike consider brain research "" fad "" , know application knowledge book , influential changes produce positive results students . world "" accountability "" tools brain based teaching allow students teachers solution "" leveling field "" students fortunate environments , politicians clueless regards obstacles "" survivalists poverty "" . highly reccommend book wishing "" dead horse "" provide productive environment education 21st century ."
__label__2,great alaska singers : joann monte best alaska singers heard . early 80 purchased tapes juneau sorry find cd . carries updated versions truly best alaska folk songs . thrilled cd wish find .
__label__1,"actually 1 stars : cd sends wrong message ( anarchy ) , plain bizarre . trust , tire . save money buy barenaked ladies ."
__label__2,"magic : 3 c sections , need help . started size large ( size 12 ) . moved medium ( 8 - 10 ) . medium tight , job . prefer large day day 3 children 6 run , bit comfortable . things great . believe know 2 c sections . send women home giving birth !"
__label__1,"bad lieutenant = bad movie : gave thing halfway . watch . cage runs badly cut suit , head turned angle hear director , discernible plot purpose . notice cage bad acting way wicker man , rest actors bad cage stand . good thing movie , cage plays coke addict . bad thing , od break.we pass , ."
__label__1,"lesser louis l'amour novels : read , times big fan . held promise , describing culture life californios . inject mystic story world ....."
__label__2,spy : books best . kids 5 love . easy understand need explain read looking shoes picture . defiantly going buy .
__label__1,kindle edition black white images ? ! : seen printed versions book thinking getting . wildest dreams think kindle version black white . discussong color showing diagrams showing actual colors helps . soo soo disappointed purchase . books content amazing going rethink ordering ebooks amazon future .
__label__2,"legend dragoon soundtrack : soundtrack amazing . songs want hear songs . played legend dragoon long time . great game notice music hear soundtrack . amazing game music.i highly recommend , logan"
__label__1,"bother : definition bad book : book want chapter . kept trying eventually grab , maybe 10 chapters plodding prose , gave . thank goodness library book ."
__label__2,fabuloso : mil gracias por el producto fabuloso recomiendo este vendedor todo llego en perfectas condiciones excelentesaludos espero seguir contando con ustedes
__label__1,"unsatisfying ending disappoints reader : plot develops nicely ends abruptly unsatisfying ending . reader author reached contractual page limit slapped ending book . superhuman villian terminated easily . method capture adequately developed . promising themes followed author , especially entriquing possibility genetic testing gault uncle father reason military interested investigation . author took interesting possibilites handled average formulaic manner"
__label__1,"mad mel : waste single red cent jew hating , racist , woman abuser acts in.this guy complete utter psychopath !"
__label__1,"outdated ! ! ! book long time , book basic : bought book months ago ... outdated.it include information looking , basic level . went "" undestanding exposure "" bryan peterson , "" digital photography "" . outstanding reviews ... trick teaching need know great / pro photos ..."
__label__2,"classic : season started . originally mid - season replacement , company bona fide ( believe ? ) controversial abc ordered second season . premise simple : chrissy janet need roommate tp help bills meet jack tripper . problem ? landlord , mr . roper , wo allow man live women . solution ? tell jack pitches team . heavy farce ( light dramatic work highly improbable plot situations , exaggerated characters , slapstick elements humorous effect ) john ritter jack highlight physical comedy . went years inspired spin - offs : "" ropers "" "" crowd . "" reason lasted long syndication . watch set ."
__label__2,old world change definitely wonderful : scarletti curse absolutely wonderful . ms . feehan created lively written work stand far apart dark series ( adore ) . complex dark characters book lot bite romance true fan christine work . highly recommend book .
__label__1,"tapes work . : things like tape . firstly , price high . secondly tape inconvenient spoiled technology user . easier work dvds menus . lastly , realized spend 70 dollars 4 monthly group lessons learn basic steps routines dance try master watching tape ."
__label__1,earring case : unable use . compartments tiny deep reach earrings - unusually large fingers .
__label__2,great movie : good collection long time favorite movie forgotten . mel good actor
__label__1,"works intended ... : job , certainly strictly utilitarian . frills . sure long . manner decorative ."
__label__1,misleading cd : lighthouse . st luke umc lighthouse praise band . returning amazon looks like chrstian filler .
__label__1,"warning - help : books copies information books tries ( information needed examples ) . need information bookbinding , best found hand bookbinding : manual instruction aldren watson ( available ) ."
__label__2,"livecrime : complete mindcrime experience , recommend getting operation : livecrime dvd . find booklet , better . watch livecrime dvd 2nd dvd . original mindcrime original lineup topped . , great job considering budget live shows early 90 . mindcrime 2 level . expects ?"
__label__2,like best : purchased bevel tools like goes thehole shape feels better hand especially working lot thumb holesused product lot sharpen .
__label__2,"worst music .... love . : know actually music . truly terrible . , love listening strange music . ... normally fan rap music , laugh loud time hear songs . cash money guys comedians . juvenile , understand says , funny . buy music , comedy ."
__label__1,"received melted : sure delicious recommended me.however , completely melted received , thepackage state perishable postage expensive.i buy particular site ."
__label__1,"fasion , fops , faux pas : agree previous reviewer . book like cliff notes book men fashion , tradition , style , etc . half book relatively useless - , course , millionaire & world traveller . prose humorous times becasue pretentious - bordering effeminate la niles crane . , imporatnt basice male fashion rules established history tradition , discussed book , wishes adhered regularly . half book serviceable , authoritative . flusser comes somewhat foppish picture dustjacket lead question taste , , haircuts ! consider better book , far lavish detail illustrations "" gentlemen : timeless fashion "" , recently published ."
__label__1,"sizing ? : ordered 3x , size website said order , came lacked 8 inches closing .... looked package says ordered 5x ... extreme , exchanged it.i impressed speed exchange , .... , 5x arrived , big gaps falls ? , 3x mislabeled , 5x mislabeled ? needing firm support post surgery care .... know point ?"
__label__2,good : product arrived time excellent condition . boots good arch sturdy . look little cheaper anticipated . tread great . size runs true .
__label__1,"garbage . : koontz write . sucks story teller . books supposed complete story , ? ending . end . 2 detectives clued fact dr frankenstein exists , creating "" perfect race "" day kill humans . . meet original , educated "" universe "" frankenstein monster , meet main characters , conflict . "" story "" book , basic elements story beginning , middle , end ."
__label__2,"long overdue : pioneering work , history neo - pagan movement ( note mr . hutton admits diffculty task)gives scholarly review pagan movement , history ideas cultural background tenents . outstanding !"
__label__1,"got . : review item . received email days later saying money credited ( ) . , problem receiving shipments address . seller claimed address found . received different seller 2 days . sure address tried send , gave . unfortunately find book . book great find , , pleased ."
__label__1,"frankenstein prodigal son : big fan dean koontz book . character decaulion boring . think ending ( want away ) . usually surprised ending , satisfied . predictable conclusion ."
__label__1,"constipated : idea talked watching movie . totally believe waste good film - lot . young daniel day lewis hipper fonz impersonation whiney juliette binoche . lena olin worth watching , depth . film actually communist invasion dull . absolutely care couple . par acting , horrible direction , terrible editing , annoying soundtrack dialogue bad think away screenwriter guild card . waste time ."
__label__1,"actually stars rating pf funny people movie : save money . time better spent . worse movies sat . actually , drifted away close end thankful waste time . awful ."
__label__2,"good cd : heard milk rock spin spider spin internet radio fell love tiger . greatest hits cd vote tiger . great flow like music . cd liked gently waves soft grafitti quietly beautiful . think length song dictate like , certainly true gently waves ."
__label__2,"good . kind corny . : good book , kind corny ( kidding , real corny half ) . like ."
__label__2,"album person want cd ! ! ! ! ! : album person want cd : beautiful singing , great music score , ( dialog movie ) sense story . antonio banderas great singer . spanish accent makes perfect . madonna , compare patti lupone . madonna obviously delicacy sweeter voice broadway evita . cd 500 stars . favorite cd saying alot 800 ."
__label__1,"album cover picture incorrect : album cover picture page incorrect . offerings "" spanish eyes "" paul mcdermand correct image.the music wonderful , ! ! ! !"
__label__1,small - returns : received mail followed measurements site size ... arrived fasten small ......... refund ..... wear use .... $ 35.00 plus .... privilege getting product asked .... wear use ... buy seller
__label__1,"harlequin romance new age : ok . picked light weekend read , expecting "" war peace "" fun.this book trite 1970s harlequin romance . end chapter , predicted character development plot twists page . characters horribly stereotypical - dimenensional . "" nice girl "" , evil vengenful "" psycho - girl "" , "" having affair married man want permanence life , girl "" , "" torn job vs family girl"" .. forever ... thing kept reading end find predictions panned out.also author uses word "" frission "" twice 10 pages locked room required read strunk "" elements style "" learn write 10 grade level.all waste time author ."
__label__2,melissa doug playful pets jigsaw puzzle 12 pieces : puzzle big colorful interesting look . purchased 2 year old grandson comes visit . loves ! purchased puzzle different pic . loved . recommend purchasing puzzles fun little hands sturdy .
__label__1,"greatest song : love neptunes struck gold , song great . pharrell sing ok , beats forte . beat special . . , added radio edit hott ( cot ) damn . clean version track stupid . better listen real version lord willin ' . best cd single compilation ."
__label__1,"good job courtney ... : releasing box set , year later releasing cd containing box set songs new ones , hoping hardcore fans buy list songs . shame.she said bringing francis bean "" family business""- family business milking money husband music ? low courtney , ."
__label__1,frontin ' : gave guy music contract ? song terrible overplayed . plus guy sing sounds like whining . stay away song ! !
__label__1,disappointed : disappointed book . ones wrote good dull . rushed new book time interesting . read books writes read .
__label__1,"sorrry ! : 4.5 months , adapter died . contacted macally year warranty learned :1 . way issue refund adapter causes fire!2 . needed send adapter manufacturer california evaluate -- power cord week . said replacement adapter refurbished.ultimately , went apple store purchased mac power cord ."
__label__2,great book ! : great book . mortgage broker look thought good program -- drawback saw discipline . way pay $ 80 book 3rd parties . author website [ .. ]
__label__1,"airs : samples sounded interesting , spins revealed substance . concede connors sounds like proficient guitarist , playing . airs pass like breeze , leaving memorable . substantial good bad ."
__label__2,"simply riveting ; 1960s today : holds power : sense baldwin wrote fire time ears hear , regardless color faith gender . emotional intelligence speaks riveting ."
__label__2,"worth price ! : places lot afford buy permanent bed frames mattresses . wanted buy portable bed use everyday sleep standby couch . serving purpose far couple weeks . got ta wait major leaks occur future.here reason missing star . flat saggy , needs air daily sure . especially couch sit , need inflate couple minutes going sleep firmness want . course absolutely comfortable box spring mattress frame , assure definitely worth bucks need inexpensive temp bed everyday use.by way , model costs $ 89 walmart checked , hope !"
__label__1,"worthwhile : wish spent money . . .it follows style transformers movies , turns formula bit . action bickering characters , plot , story character development , drama , semblance intelligence sacrificed it.yes , special effects cool , dialog interaction characters downright painful , kept suspension disbelief kicking in.if , rent ."
__label__1,"spring break - lot fun sunburn ! : favorite game roller coaster tycoon , came . downloaded demo bought game day . spring break great fun ."
__label__1,"nt double dip ! ! wait better version : version rushed end month . michael bay stated bigger better 3d bluray version released later , alot extras edition . version release standard blu , looks like end year , time holidays ."
__label__1,"pathetic character literature . : tess d'urbervilles worst books read . read book high school , college , discount review . tess absolutely backbone . pines away stupid angel cruel guy raped ways . know women strong time , pathetic . tells angel jump river kill , laughed loud ! tess spineless , pathetic excuse human . needs lessons jane eyre , times better heroine . , hardy describes stupid valley times book drags forever like going end . disliked characters , book redeeming quality . want read hardy book , read mayor casterbridge -- better !"
__label__2,excellent : fan mr koontz long time . book par best works hoping read rest series soon .
__label__1,"rip , sony customers cashcows , cable apple instead $ 29 ! : spent couple hours , trying transfer dv camcorder mac powerbook . hours hours realize usb cable delivered sony camcorder absolutely worthless . sony vaio ( opinion overdesigned peace fancy 007 gear i.link connection , pc / mac has)your getting frustrated pretty quick . given cable 5 star rating , way cable , having buy seperately , big rip . found exact cable apple store called "" thin fire wire "" . exact cable ( 1.8 meter 4 6 pin exact ) $ 29 works fine . check apple store near save money.shame sony ."
__label__2,"perfect introductory video : great video learning basic belly dance technique.i professional dancer , recommend video women interested learning belly dance.atea gentle demeanor , tape intimidating beginner ; covers basics , students choose continue real - life classes good foundation build upon.atea covers finger cymbal ( zil ) patterns , slow ( taqsim ) movements , isolations shimmies.there section ( 5 min . ) end women dance different costumes , moves ."
__label__2,"totally cool blend rap vocal funky jazz instrumental : new wave . strongest brings , creative flair music . music stand . cool , float away ."
__label__2,"think books creepy ? listen cassettes ! : remember reading kid buying years later . stories great illustrations creepy , like lot reviews , little brother scared picture haunted house story . , ok pretty darn ugly . books gives chills especially fro mthose pictures ? oh warped mind artist creative drawings are!now , think books scary , try listening cassettes . twenties voice narrator creepy music gives willies . try listening room , long takes run door ! scary stories scary stories cassetes ( kidding ) kid tape music creep . listen ! pick book follow long !"
__label__1,"substandard product : timeline product : plays , little wood pieces started chipping off;in weeks , pictures started peeling off;in month , layered wood started falling apart.will buy puzzle company ? maybe , selling small puzzle set toddlers . choice ? pray god somebody making better product soon drive melissa & doug business ."
__label__1,"feels great melts explodes . : infrared massager years help sore muscles nasty tmj condition . finally shorted bought product weeks ago . worst headaches entire life yesterday jaw unfortunately fell asleep . guess muscle relaxers vicodin . , woke , found rolled infrared massager underneath pillow . completely melted burned sheets couple inches mattress . fallen asleep times infrared massager consequences surprised dismayed . safe product - needs sturdier material cheap plastic timer - certainly willing pay extra money worry setting fire house burning . sorry - recommend ."
__label__1,"worth : fairly poor . lots photos badly set shops , ego - stroking shop owners , guidance lay shop ."
__label__2,"sansa gp3 player good value : 13 year old son pleased product.the problem amazon marketed screen protective skin power cord buy "" bundle "" . unfortunately , skin shown screen fit . good , amazon !"
__label__1,"1962 version bothered : fetal development books , stand . tore best pictures threw rest book away . 1962 version , speak editions . explains book picture sequences documenting development movement babies born early , early 6th week . believe aborted purpose , stand touched hair ... cruel . sort thing want expecting ! authors book , beginning life , better . better pictures sensitive - pictured fetuses ."
__label__2,"absolutely worth ! ! ! ! ! : seen theatre , bd provides better sound vision viewers , especially hd resolution come handy compared old cable tv channels . 5 - star box looks kind damaged outside . fact want collection , rough look ouside adore . ... guess flaw come . , videos quality sound look fine ."
__label__1,"junk : wanting share water rocket memories kids , decided try rocket spite bad reviews . agree , junk . thing cheaply constructed , biggest problem pump . valving defective simply pressurize rocket . gentle pump , came apart couple pumps rocket flew . love find good ."
__label__1,"flimsy ... worth effort ! : , break bank , terribly disappointing . barely stands frustrating sons , pieces fall line properly ."
__label__1,"home video : woman ( child state perpetual tantrum ) straps camera stroller help carry . video person poor planning problem ! looked story , find , shut ."
__label__2,"great , ... : sixth edition , book great way ready season.but writing taken distinct turn . essays player profiles chock relevant numbers piercingly - considered arguments , year somewhat ... want ... tedious.what light - hearted romp baseball thinking dense dry . buy year , hope somebody sends keg lighten - up.+"
__label__1,"copy shop edition : stars edition , book.the april 30 , 2011 edition createspace ( probably actually copy shop ) look like book . looks like leaflet jehova witnesses . flimsy , weird large format , information publisher , date publishing etc . aesthetic sensibility different edition classic book.this type product come warning "" real book "" sold amazon ."
__label__1,"bratz helmet : ordered product , size chart sent size suitable purpose intended ."
__label__2,like critics : riveting ! : book great . wait . definitely captivating .
__label__2,perfect fisherman : beautiful helpful book experienced novice fishermen . great pictures book user friendly . great gift .
__label__2,"head ... : saw video galang bpm laughing loud . skinny little sri lankan girl spitting london ghetto rap dancing crazily cartoon backdrop . days , beat stayed head . hear . , taped , listened realized wanted hear . found store bought . bus ride home care , like galang video , stayed head . everytime listened liked little bit . like watching pulp fiction , time , appears missed makes thing sense . , favourite cd listen genre ( fits genre ) regularly . , good subwoofer open mind unique ... shot ."
__label__1,"believe manson . : ok , manson collector course , good read , let manson words.buy collecting , read helter skelter family better read ."
__label__1,"waist money : movie joke , bad actor , bad story , makes look like marine corp gung ho killers ."
__label__1,"junk : experienced , starts charge / battery / charge cycle maddening , probably good battery . buy ."
__label__1,"lame talk , music speaks : dissapointing dvd . allowed songs commentary interruption ok , ' previously unreleased ' music . pictures , film diary entries music ok . reason watch dvd listen commentary time . band gypsy dvd options , concert footage concert footage commentary . jimi music speaks , come close , necessary hear people . music maybe pictures background ."
__label__1,"good spin presley : presley best vehicle outing allowed act appears going motions . movie songs real treat , singing including enemies . ( music come sings ) . asked movie presley "" said "" ! ! !"
__label__1,"boring , : book best books 19th century language themes relate . scarlet letter boring end . disliked book ."
__label__2,"great action movie : transformers : dark moon arguably best action compare predecessors . , worst story compare previous movies . praised transformers phenomenal graphics computer graphics . definitely worth fan highly - advance sci - fiction movies ."
__label__2,"unforgettable ! : sultry summer nights , passion , music , bit mayhem ... sterling watson sweet dream baby unforgettable novel wonderful writer people know . ( want know , sequel ? )"
__label__1,"lousy : horrible printer world . -5 stars . got new digital camera course got printer . print photos blurred lines messed . print quality horrible . bad printer - hp help . saying install new drivers , clearly hardware problem . want throw thing away , unfortunatly got clearance stuck . buy pile junk ."
__label__2,"rochelle explains : wondering hell happened moral aspect modern american culture ? book lucid , argued explanation simple fact totally focused individual rights completely ignored , mocked , personal public responsibilities . final response indictment robert ringer best seller , looking # 1 . great time disgusted boorish state american media , politics discourse general , clear heads substantial challenges lie americans , human beings . great book"
__label__1,"brain froze : supposed "" thriller "" mind - numbingly dull inept - half way ."
__label__1,user friendly : dish easy apart cleaning wish microwave .
__label__1,"sized incorrectly : purchased 2 intex pillow rest twin beds size specifications 40 x 80 x 18 1/2 "" . > 6 ft . tall family members visiting . extremely disappointed inflated 1st bed - barely measured 32 x 70 x 16 . sent letter supplier , cms worldwide sales , explaining dissatisfaction & told send pictures & measurements ( ) [ quote] ... ""once provided information requested , glad forward return shipping labels . ""this months ago , date 2 intex pillow rest beds ( 2nd box opened ! ) near specs stated packaging.i order cms worldwide sales supplier ."
__label__1,"defective : got adapter today , plugged ibook g4 , able turn , battery charge , minute , screen dims laptop goes sleep . buyers beware ! consider official apple adapter !"
__label__1,"low quality : literally broke time . bought , thinking cheap probably prone breaking . certainly expect fail use . pathetic . waste time money incredibly low - quality items ."
__label__1,"disappointing , confusing , good intro snmp : good book learn snmp , basic definitions poor , leading confusion . example , definition subtype found text ( subset value set type ) clear , checked simple definition subtype found useful "" refine semantics "" "" data object "" "" useful create new data type strings repertoires , ascii "" . author notes "" asn.1 rules subtyping long complex "" . ( p 34 - 35 ) . hello ? book useful reference reading , better written introductions , avoid new snmp . , recommend novice learn asn.1 , alsong snmp combined text . , snmpv2 catch , simple book focuses primarily version , interest working version 1 ."
__label__2,"great playing : larry work muse label late 80s early 90s found exploring rich catalog jazz standards probably grew playing . surrounding best musicians , larry sounds relaxed , focused , totally control . listen larry "" funny valentine "" tell stand right chet baker miles ' . fine album enjoy ."
__label__1,"piece junk ! : nifty little contraption fact change -- primary impetus buying it.i handspring visor lost stylus . want pay shipping new stylus 3 - pack handspring , went best buy purchased instead . change fits visor properly , entire headpiece falls constantly stylus gets stuck stylus - holder . oh , mention light function works time?not worth time effort ."
__label__2,"best book scare friends : book best book ve read entire life . love book scary , funny short stories scare friends . good thing enjoyable book long boring thing . cool pictures story know happening.it easy read understand stories ."
__label__2,satisfied : pleased desk chair- able assemble fairly easy daughter enjoying much- desk sturdy chair strong- delivery product expedited quickly- thank
__label__1,"worst books read : tried read book came . couldn'tfinish . themes storylines struggling . reasonably good alternative - history novel based idea pirate subculture 1700s formed revolutionary constitutional regime . unfortunately , quickly mixed maundering certain ancient "" cities red night "" great deal homosexual imagery fantasy . book goes ( far read , ) main storyline increasingly lost . ultimately found distasteful muddled worth ."
__label__2,"nice bed : nicely designed manufactured air bed . guests times , pleased ."
__label__2,"dolly best album : dolly parton fan longer remember . listened cassette jolene wore . dolly parton best album . period . bad song record . soulful , plaintive ballads contrast driving bluegrass melodies create complete album . way explain good album - experience . fan dolly parton bluegrass music general , need buy album ."
__label__2,"hi - tec mens altitude iv : great boots works great walking wet boards ! ! ! buy product sorry , true size ."
__label__2,"works : tool 4 days week months hours day sold coworker bought dynabrade turbine powered 100,000 rpm pencil grinder .... sucked little torque whatsoever . usless completely regret buying expensive p.o.s .. sioux heavy edge breaks hard metal parts . alot pressure tool alot . good torque . wedges inside pencil grinder eventually broke months lot abusive work wedges easily replaced cheap . pencil grinder works titanium inconel hard metals"
__label__1,"frustrating : year old son excited attempts playing touched . able use mouse games "" power - segments "" instead - arrows keyboard - hard fun . disapointed game wish return ."
__label__2,"game reviews : enjoyed game mutch , followed layra croft games years play station , playstation game cube gameing systems , avid fan laura croft tomb raider games ."
__label__2,"mini blinds cleaning . : tool mini blinds clean , brush reaches impossible crevices . dust blinds regular basis looking great . pleased product , especially saves extra steps cleaning ! !"
__label__2,"awesume ! best blocks ! : toy grandson favorite , find newest grandchild . thank goodness online shopping ."
__label__2,"good album : definitely worth coppin . got bumpin tracks . contains variety songs , artist tracks sound . 15 tracks , 10 worth bumpin time . music video "" buck "" . download labels website . hoodoolabs.com"
__label__2,"archeologist ? : book makes great read , dhc books "" lost cities "" series . entertaining , thought provoking , written . thing : author keeps calling "" rogue archeologist "" : explain archeologists . dhc archeologist , think ; traveler , gossip gatherer , free spirit , little archeology . enjoyed open - mindedness , relativism judges theories hypotheses considered . going opus , help noticing writer great guy , travel companions friends lucky met , archeologist ? , break . use proofreader , edition ."
__label__1,"doth suck . : found movie pathetic times . drug use plot line , times , absurd . wish wasted $ renting b / c worth . director failed attempts "" artsy "" alligator , iguanas like obvious remedial action david lynchy lost practically director.as surmise , wo permanent library ."
__label__1,"low sound ? : bought zen xtra 40 gb yesterday , taking today . sound awful . volume range goes 25 , eax called , barely audible . know jack gone like designed easy listening . good loud music . prepare listen background noise , music . thing sucks . buy ."
__label__1,"better : currently , wholes bed . , reason wake . bed air . weigh 120lbs . understand . save money , start problem ."
__label__2,"best toys ! : hi , today went toysrus picked puppy surprise . love it!when opend excited puppys . ( including mom ! ) got 2 girls 1 boy :) reviews read everybody said got 3 4 puppys , herd getting 2 . m going play puppys , bye :) - jackie"
__label__1,"waste time : book present information chopin man , stumbles endlessly chopin music . prose laughably dated . help laughing sentences like "" chopin distrusted jews , way poles . "" french , english , germans , hungarians : huneker comes interesting stereotypes . facts incorrect , editor supplies corrected facts footnotes nearly page text . music discussions spirit "" powerful melody ! , believe note 14th measure etude 12 op . 10 f sharp , written differently scores . "" snore . suggest looking real information chopin music . book offers insights occasional unintended laughs ."
__label__2,"quality : liked , guests said comfortable . stayed inflated 7 days guests complained ."
__label__2,"found pregnant , felt : joyful scared absolute ignorance matter ... book complete , lost fear , kept joy needed !"
__label__2,simply greatest albums recorded ! : harlem river drive holds deep place inside heart glad alive appreciate special music .
__label__1,"work : according specifications headset supports bluetooth 1.2 , advanced audio distribution profile ( a2dp ) audio video remote control profile ( avrcp ) . sound come connected sony ericsson w600i phone walkman mode , people hear called . tried setting possible , read instructional booklets device thing connected . guessing headset works fantastically motorola device , far concerned product guilty false advertising . experience plan buying motorola bluetooth devices ."
__label__1,"beware : set cute look , far actually , terrible . glasses fine , shaker hard use , actually took chunk finger trying open refill ! ."
__label__2,"bit uncomfortable ... : exchange size small _ small _ . gives nice shape probably wearing medium . size 6 belly left 25 pound weight loss . tedious exhausted finally hook hooked ! easier way ! support awesome sitting uncomfortable . recommend wearing light weight tank kind . material irritated skin little bit sweat little . buy ? tolerant ins outs , . inexpensive ."
__label__2,"sooo biggggg : mixed reviews product . definitely got job , fast ! qualms large hard . found rabbit ears way annoying times , great product ."
__label__1,great idea ... bad support : bought sony e - marker thought great idea . type person remember sings title songs . estatic received mail wait start . disappointment went download driver found compatiable windows 98 . currently running windows . tried contact emarker support luck response . idea update come basically product love use sitting desk taking space .
__label__2,"proof ... pudding ... : proof book health issues results gets , hard argue results gotten following dr . bernstein plan . reviewed book capably , let months following dr . b diet , lost 50 lbs . , gotten normal blood sugars , feel better felt years . highly recommended !"
__label__1,"sex sin boring ? : entire book , brain state wonder , trying imagine book scandal , sin , adultery , public shame cowardice dull . finish book test , accomplished hate leave things undone.there fine , engaging , interesting novels , age hawthorne . imagine want slog ."
__label__2,excellent buy compatibility : needed upgrade 128 mb 512 mb . memory got home ups ( plus dog bone dog ) 5 days . installed easily figured hp memory motherboard ( drive chassis ! ) . working like champ . excellent buy compatibility upgrade .
